aX,aY,aZ,gX,gY,gZ
-0.200,-0.102,1.003,-0.549,-5.188,3.906
-0.199,-0.082,1.005,1.953,-8.850,3.296
-0.175,-0.049,0.996,1.892,-13.062,2.136
-0.172,-0.034,0.977,1.038,-17.517,1.953
-0.180,-0.046,0.965,0.549,-20.264,2.380
-0.210,-0.069,0.970,0.977,-18.860,2.441
-0.177,-0.082,0.962,1.831,-13.672,1.587
-0.165,-0.055,0.950,2.014,-9.460,0.122
-0.133,-0.012,0.948,2.686,-5.127,-0.488
-0.100,0.004,0.963,3.723,-0.610,0.305

-0.001,-0.054,1.004,0.854,0.061,0.366
-0.002,-0.049,1.006,-1.526,0.244,-0.427
-0.005,-0.045,1.006,-3.662,0.549,-1.282
0.055,0.084,0.689,-4.944,-0.244,-2.563
-0.098,-0.024,0.929,-4.578,-3.662,-2.991
0.199,-0.058,0.887,-8.057,-4.700,-6.226
0.056,-0.030,0.969,1.099,1.770,-2.319
0.164,-0.059,0.987,2.014,2.075,-2.014
0.179,-0.058,0.978,2.136,4.883,-2.808
0.195,-0.056,0.974,2.625,4.700,-2.686
0.288,-0.032,0.956,2.869,5.371,-2.930
0.280,-0.007,0.986,2.930,2.930,-2.563
0.331,0.015,0.962,2.747,4.578,-1.038
0.305,0.026,0.986,3.296,3.906,1.160
0.348,-0.006,0.906,3.296,0.061,2.625
0.293,-0.014,0.953,3.357,1.221,3.296
0.310,-0.078,0.982,3.479,0.549,4.517
0.276,-0.106,0.985,3.296,1.221,3.906
0.303,-0.076,0.973,2.625,2.197,0.366
0.333,-0.029,0.973,2.258,3.235,-2.747
0.313,-0.034,0.980,2.319,2.930,-3.479
0.319,-0.036,0.978,1.709,4.761,-3.784
0.313,-0.006,0.954,0.793,4.883,-3.906
0.330,0.048,0.942,1.465,2.930,-2.625
0.314,0.043,0.968,3.174,1.282,1.404
0.262,-0.014,0.989,3.479,0.549,6.897
0.218,-0.036,0.979,2.075,1.587,10.681
0.193,-0.062,1.000,1.221,3.967,12.878
0.179,-0.090,1.003,-0.366,3.723,13.062
0.151,-0.086,0.960,-1.892,2.258,12.085
0.158,-0.093,0.953,-1.709,1.465,10.620
0.124,-0.121,0.950,0.244,-0.244,9.583
0.116,-0.148,0.958,1.587,-0.977,7.080
0.108,-0.142,0.963,2.258,-2.380,3.540
0.103,-0.131,0.979,3.784,-3.052,1.343
0.135,-0.064,0.991,4.089,-2.747,-1.526
0.135,0.010,0.979,3.540,-2.869,-2.380
0.142,0.056,0.968,3.723,-1.343,0.061
0.165,0.105,0.966,4.211,-0.671,4.517
0.149,0.083,0.995,4.456,-0.549,10.376
0.122,0.035,0.993,4.639,-0.122,15.869
0.114,0.043,0.983,3.052,3.052,18.372
0.131,0.024,0.981,2.136,6.592,19.653
0.098,0.002,0.967,1.709,5.066,20.386
0.097,-0.054,0.955,1.892,4.639,19.470
0.082,-0.091,0.968,2.258,3.357,16.602
0.024,-0.114,1.001,2.930,4.578,12.024
0.082,-0.172,0.974,3.540,7.385,6.592
0.081,0.009,0.959,0.305,-5.493,-0.549
0.160,0.193,0.931,1.709,-7.996,-0.122
0.227,0.274,0.950,5.188,-2.625,8.118
0.231,0.232,0.968,8.728,1.953,21.667
0.165,0.117,0.987,8.606,1.343,33.386
0.111,-0.015,1.001,6.714,1.343,39.368
0.085,-0.076,0.998,4.517,2.075,39.368
0.055,-0.112,1.000,3.174,2.258,36.438
0.049,-0.133,1.010,1.892,2.930,31.311
0.031,-0.149,0.999,-0.427,2.686,25.085
0.024,-0.161,0.975,-2.380,2.747,18.921
0.006,-0.174,0.957,-2.502,2.258,13.184
0.025,-0.072,0.915,-1.343,0.244,7.568
0.100,0.089,0.888,2.014,-2.319,6.226
0.129,0.177,0.920,8.118,-3.784,12.085
0.101,0.177,0.974,12.207,-6.409,21.606
0.060,0.093,1.008,13.428,-8.423,31.372
-0.013,-0.023,1.001,12.817,-9.216,37.537
-0.073,-0.130,1.009,10.376,-8.301,37.537
-0.093,-0.190,1.001,7.324,-6.226,32.288
-0.104,-0.183,1.001,5.249,-4.456,25.696
-0.088,-0.155,0.986,3.845,-3.113,18.860
-0.056,-0.104,0.960,2.991,-4.517,13.855
-0.054,-0.040,0.971,4.272,-6.104,11.658
-0.016,0.045,0.993,5.981,-5.981,12.390
-0.022,0.047,0.990,7.507,-5.432,16.724
-0.032,0.055,0.995,6.592,-5.310,21.545
-0.032,0.062,0.993,4.456,-4.761,25.085
-0.044,-0.002,0.998,4.639,-5.310,28.687
-0.102,-0.074,0.994,4.822,-8.057,30.212
-0.140,-0.137,0.985,3.540,-9.949,27.954
-0.172,-0.152,1.000,3.357,-8.728,23.926
-0.161,-0.125,0.995,3.174,-7.507,18.982
-0.178,-0.094,0.988,2.686,-6.897,14.282
-0.149,-0.028,0.983,2.563,-5.127,11.597
-0.115,0.052,0.967,1.892,-3.601,10.681
-0.104,0.083,0.982,2.625,-4.272,13.367
-0.129,0.021,0.998,4.028,-4.883,18.250
-0.179,-0.041,1.016,3.540,-4.700,20.691
-0.194,-0.078,1.012,1.343,-4.089,19.714
-0.194,-0.060,1.002,-0.427,-6.348,17.212
-0.183,-0.055,0.981,-1.221,-9.949,15.137
-0.201,-0.053,0.954,-1.221,-11.841,12.695
-0.203,-0.043,0.957,0.610,-10.437,10.437
-0.195,-0.012,0.978,2.625,-8.179,8.728
-0.185,-0.019,0.977,3.540,-6.470,7.812
-0.204,-0.011,0.962,5.066,-6.104,7.751
-0.188,0.020,0.952,6.287,-5.859,7.141
-0.173,0.028,0.966,7.019,-4.639,7.324
-0.171,0.022,0.980,8.606,-2.747,7.874
-0.179,0.019,1.000,9.399,-1.160,8.057
-0.217,0.024,1.032,8.850,-0.549,8.850
-0.234,0.038,1.025,6.348,0.366,9.521
-0.210,0.052,0.966,3.967,-1.282,10.498
-0.207,0.063,0.917,3.235,-3.723,11.597
-0.249,-0.007,0.950,5.371,-2.441,14.038
-0.241,-0.027,0.988,5.188,2.075,14.404
-0.214,-0.041,0.975,4.395,5.066,12.634
-0.243,-0.041,0.968,6.226,5.127,11.597
-0.218,-0.048,0.976,7.263,6.226,10.620
-0.212,-0.040,0.993,7.446,7.385,9.705
-0.185,-0.024,1.010,7.324,7.812,9.277
-0.148,0.008,1.020,6.165,6.958,8.606
-0.141,0.010,0.998,4.883,5.005,8.911
-0.138,0.012,0.976,4.761,2.930,8.911
-0.161,-0.019,0.967,5.005,2.991,8.667
-0.225,-0.061,1.003,6.226,3.174,8.545
-0.294,-0.068,1.093,4.761,3.052,7.568
-0.072,0.023,1.038,8.423,6.714,3.052
0.033,-0.041,0.822,13.550,-4.639,4.028
-0.032,-0.199,0.691,7.446,-20.691,2.747

0.031,-0.036,1.013,-0.549,3.845,-5.737
0.073,-0.032,1.003,-3.540,5.615,-8.789
0.119,-0.025,0.997,-5.737,5.676,-9.888
0.189,0.081,0.833,-5.981,4.944,-8.667
0.416,-0.188,1.137,-5.310,4.639,-5.005
0.364,0.121,0.893,-16.541,-8.728,-4.028
0.374,0.036,0.898,-10.010,-1.160,2.319
0.491,0.016,0.961,-2.319,13.794,4.028
0.479,0.075,0.959,-1.343,8.606,2.930
0.574,0.143,0.964,-1.282,9.583,2.747
0.571,0.145,0.967,-1.465,9.399,5.737
0.569,0.117,0.984,-2.380,7.263,9.460
0.525,0.086,0.990,-4.150,6.165,12.146
0.500,0.092,0.957,-6.409,6.714,14.404
0.500,0.103,0.922,-6.165,8.545,17.029
0.463,0.090,0.875,-2.625,7.568,20.996
0.408,0.030,0.886,3.113,6.897,24.841
0.344,-0.035,0.865,7.019,5.127,25.085
0.280,-0.121,0.902,11.230,1.831,22.461
0.222,-0.170,0.925,15.320,-0.977,17.456
0.182,-0.213,1.034,17.578,-2.502,11.292
0.160,-0.176,0.983,14.099,-8.728,3.662
0.177,-0.141,0.984,9.216,-11.292,-2.258
0.101,-0.166,1.030,6.165,-10.254,-5.005
0.088,-0.165,1.010,4.700,-6.165,-7.446
0.156,-0.025,0.976,2.441,-4.272,-9.949
0.162,0.066,0.994,3.296,-2.319,-6.531
0.147,0.145,0.965,1.648,-1.343,-0.366
0.130,0.083,0.978,3.052,0.427,8.972
0.107,0.018,0.965,5.066,1.465,15.198
0.040,-0.058,0.968,6.470,0.000,17.029
0.048,-0.093,0.948,8.179,0.000,15.869
0.055,-0.115,1.032,7.751,3.784,12.451
0.019,-0.161,1.000,6.531,1.587,9.521
-0.001,-0.202,1.021,4.333,2.808,4.944
-0.009,-0.153,0.990,1.465,3.174,-1.282
0.042,-0.034,0.962,-0.427,1.404,-5.554
0.094,0.053,0.929,0.916,-0.366,-6.348
0.126,0.088,0.957,4.822,-0.061,-3.479
0.135,0.129,0.971,7.324,-0.610,2.625
0.118,0.085,1.011,8.240,-0.061,10.437
0.079,0.031,0.987,6.226,0.671,16.602
0.047,-0.042,0.974,4.211,2.441,19.897
0.029,-0.082,0.970,3.723,2.869,19.348
-0.009,-0.124,0.973,4.272,1.160,16.968
-0.114,-0.188,0.973,4.822,1.404,12.268
0.045,-0.141,0.968,5.127,4.089,4.700
-0.006,0.004,0.952,4.761,-4.578,1.404
-0.017,-0.025,1.006,6.409,-4.700,3.357
-0.005,-0.006,0.996,5.737,-2.014,4.150
0.059,0.052,0.981,4.578,-1.953,5.737
0.025,0.080,1.002,4.272,-2.441,9.644
0.008,0.057,0.990,3.662,-1.343,13.977
0.003,-0.006,0.974,2.808,0.305,17.212
-0.037,-0.042,0.980,2.014,-0.916,17.944
-0.021,-0.099,0.971,3.357,0.183,16.479
-0.065,-0.138,0.980,4.150,-1.160,13.916
-0.077,-0.145,0.995,3.967,-0.427,10.071
-0.072,-0.100,0.979,2.563,-0.854,5.005
0.000,0.021,0.958,2.380,-0.732,1.648
0.017,0.134,0.941,3.601,-2.869,2.563
0.022,0.135,0.971,6.348,-3.418,7.935
-0.009,0.023,0.984,7.324,-3.174,13.123
-0.071,-0.041,1.001,7.080,-2.930,14.587
-0.069,-0.001,0.990,5.371,-2.502,12.329
-0.049,0.005,0.982,4.883,-1.404,11.536
-0.095,-0.036,1.000,5.005,-1.587,12.268
-0.120,-0.099,0.993,4.944,-1.282,11.475
-0.144,-0.126,1.000,4.822,-1.404,8.789
-0.123,-0.126,0.987,3.845,-1.343,4.150
-0.130,-0.095,1.003,3.052,-0.977,-0.366
-0.095,-0.019,0.985,3.235,-0.122,-3.174
-0.051,0.051,0.995,3.357,1.160,-3.601
-0.043,0.105,0.985,3.052,0.916,-2.380
-0.033,0.115,0.977,2.563,1.099,1.709
-0.040,0.054,0.966,2.869,0.183,7.080
-0.093,-0.032,0.994,3.662,-1.404,11.047
-0.126,-0.084,1.012,2.747,-2.502,12.451
-0.131,-0.109,0.981,0.671,-2.319,10.681
-0.127,-0.101,0.952,1.465,-2.014,8.057
-0.118,-0.071,0.964,4.456,-3.540,6.531
-0.129,-0.057,1.001,6.531,-5.127,6.531
-0.112,-0.038,0.990,6.287,-4.578,7.141
-0.116,-0.043,1.000,4.883,-3.662,8.850
-0.134,-0.020,1.011,3.601,-3.052,10.681
-0.122,-0.022,1.006,0.732,-3.113,11.902
-0.118,-0.020,0.994,-0.183,-3.906,12.817
-0.113,-0.025,0.993,0.549,-6.714,13.611
-0.146,-0.041,0.983,1.770,-10.193,13.977
-0.147,-0.031,0.982,2.686,-10.864,13.367
-0.137,-0.031,0.980,3.174,-9.766,13.550
-0.140,-0.033,0.961,4.089,-10.193,14.221
-0.160,-0.028,0.952,5.676,-8.545,14.526
-0.155,-0.015,0.981,7.019,-3.967,15.869
-0.129,0.020,0.994,6.714,-1.099,17.639
-0.121,0.026,1.000,6.226,-2.686,20.325
-0.177,-0.046,0.985,5.859,-3.845,22.888
-0.209,-0.062,0.983,5.493,-3.723,23.071
-0.203,-0.049,0.984,4.578,-3.174,22.217
-0.221,-0.070,0.973,4.578,-4.700,21.973
-0.235,-0.065,0.969,5.310,-8.850,21.912
-0.231,-0.109,0.978,6.714,-12.146,21.301
-0.266,-0.132,1.001,8.057,-13.550,19.897
-0.259,-0.108,1.009,7.385,-13.794,17.029
-0.231,-0.060,1.045,6.409,-13.672,15.076
-0.215,-0.028,1.035,4.028,-15.930,13.794
-0.372,-0.155,1.091,1.343,-20.508,13.489
-0.277,0.023,1.008,-1.709,-21.423,11.475
-0.157,-0.000,0.906,1.892,-20.264,9.338
-0.236,-0.104,0.828,3.906,-28.687,11.414
-0.282,-0.130,0.854,2.502,-26.550,9.460
-0.250,-0.046,0.967,-1.648,-12.268,5.432
-0.213,-0.025,1.104,-0.916,-2.502,5.066
-0.195,-0.110,1.052,3.357,-5.432,6.653
-0.222,-0.036,0.962,-0.610,-17.273,3.052
-0.187,0.030,0.936,-0.854,-19.775,1.221
-0.193,0.017,0.959,0.977,-15.991,3.113
-0.229,-0.022,0.983,1.526,-13.123,5.005
-0.202,-0.010,0.967,1.038,-10.376,5.127

-0.014,-0.043,1.011,0.488,-0.793,1.526
-0.005,0.018,0.996,-2.075,-1.465,-0.305
0.003,0.030,1.001,-4.456,-5.188,-2.014
0.024,-0.468,1.256,-5.554,-7.141,-1.831
0.069,0.055,0.773,-10.559,-18.433,-8.362
0.089,-0.026,0.973,-1.709,-8.606,-7.324
0.271,-0.083,1.007,2.197,13.245,-5.432
0.178,-0.074,0.978,0.549,5.493,-6.775
0.309,-0.026,0.989,-0.427,9.705,-7.812
0.362,0.039,0.957,-1.465,8.362,-8.850
0.409,0.085,0.953,-1.282,3.723,-7.446
0.428,0.090,0.979,1.038,4.761,-5.188
0.431,0.116,0.955,1.526,3.845,-4.150
0.434,0.102,0.981,2.747,3.357,-1.038
0.431,0.089,1.002,2.869,3.723,3.296
0.429,0.092,0.994,0.671,5.066,6.409
0.444,0.090,0.964,-1.465,5.188,8.850
0.397,0.051,0.949,-1.892,3.723,11.353
0.370,-0.069,0.966,-0.854,4.517,12.512
0.285,-0.174,0.982,-0.244,3.967,10.620
0.212,-0.242,1.005,-1.587,2.747,6.409
0.176,-0.285,1.017,-3.967,3.967,0.427
0.174,-0.279,0.987,-7.446,3.418,-6.653
0.199,-0.128,0.890,-8.789,0.366,-12.512
0.315,0.100,0.851,-3.357,-0.793,-12.268
0.291,0.144,0.871,6.165,-1.282,-3.418
0.253,0.053,1.030,14.771,0.916,8.911
0.181,-0.007,1.077,12.329,-0.488,15.320
0.172,-0.011,0.980,3.174,-1.953,15.686
0.168,-0.060,0.977,1.709,0.427,17.700
0.127,-0.129,1.000,3.662,0.854,18.921
0.074,-0.176,1.018,3.662,2.441,16.907
0.037,-0.202,1.002,1.892,1.953,12.573
0.021,-0.121,0.948,-1.831,-0.122,6.287
0.124,-0.004,0.903,-0.793,2.747,3.906
0.102,0.072,0.916,4.944,-0.854,7.629
0.078,0.031,1.002,10.254,-1.587,14.526
0.072,0.009,1.004,9.949,-1.892,19.104
0.088,-0.027,1.033,8.057,0.061,23.071
0.056,-0.035,0.998,5.737,1.160,25.757
0.059,-0.066,1.000,3.540,1.892,26.917
0.021,-0.077,0.999,2.258,2.625,26.367
0.002,-0.120,1.013,0.854,5.005,22.888
0.122,-0.110,0.989,0.427,6.104,18.982
-0.068,-0.136,0.991,-2.319,-4.700,15.198
0.040,-0.117,0.947,-3.418,-1.221,10.010
0.071,-0.013,0.880,-2.258,-2.686,6.348
0.065,0.019,0.907,3.723,-3.845,6.958
0.064,0.058,0.987,10.437,-2.625,9.399
0.082,0.116,1.005,11.414,-2.014,11.597
0.106,0.146,1.026,9.399,0.671,15.015
0.112,0.119,1.033,5.188,1.831,19.592
0.057,0.027,1.026,1.099,2.747,23.804
0.006,-0.061,1.015,-1.404,4.028,24.292
-0.028,-0.112,1.007,-3.784,4.700,20.996
-0.038,-0.118,1.001,-4.761,4.944,15.808
-0.073,-0.094,1.017,-5.981,3.845,10.437
-0.067,-0.083,1.040,-7.751,5.249,5.615
-0.052,-0.044,1.004,-10.925,5.554,1.343
-0.007,0.010,0.937,-11.902,5.066,-0.244
-0.010,0.009,0.899,-7.874,4.761,0.732
0.042,0.029,0.828,-3.296,3.601,1.648
0.036,0.060,0.799,0.305,-0.610,2.625
0.009,0.072,0.861,7.019,-4.944,5.676
0.007,0.092,0.892,15.564,-10.254,9.460
-0.007,0.075,0.940,21.118,-12.756,13.123
-0.044,-0.009,1.037,24.231,-11.353,16.968
-0.127,-0.075,1.091,22.827,-10.559,17.456
-0.143,-0.068,1.106,19.104,-6.836,14.893
-0.111,-0.084,1.055,13.855,-2.625,12.512
-0.140,-0.069,1.022,7.812,-1.404,9.521
-0.130,-0.028,1.003,3.906,-0.732,6.897
-0.112,0.005,0.988,2.380,0.244,5.798
-0.105,0.020,0.979,2.014,0.427,6.470
-0.107,0.018,1.000,1.831,1.038,7.935
-0.115,-0.013,1.001,1.221,1.831,8.728
-0.115,-0.020,1.007,-0.427,4.089,7.935
-0.122,-0.043,0.999,0.366,5.859,7.812
-0.122,-0.045,0.986,0.183,4.944,6.836
-0.140,-0.075,0.950,0.732,2.930,5.066
-0.137,-0.115,0.904,4.944,2.258,4.089
-0.125,-0.125,0.898,10.315,0.610,1.953
-0.095,-0.027,0.919,13.367,-1.648,-0.488
-0.054,0.098,0.953,15.564,-4.578,-0.854
-0.009,0.111,1.031,17.639,-5.066,2.991
-0.058,0.088,1.097,14.160,-4.578,7.690
-0.047,0.032,1.074,8.301,-1.709,11.292
-0.047,0.006,1.002,3.906,3.357,12.939
-0.082,0.011,0.989,1.038,4.089,13.062
-0.111,-0.000,0.983,0.793,4.700,13.733
-0.132,-0.009,0.958,1.953,3.967,14.648
-0.142,-0.013,0.937,4.639,3.113,15.320
-0.149,-0.032,0.914,9.521,1.648,15.747
-0.183,-0.060,0.917,15.930,-1.160,15.320
-0.244,-0.132,1.051,22.278,-2.991,15.076
-0.329,-0.089,1.147,19.043,-4.333,11.902
-0.213,0.057,1.050,10.010,-1.831,7.263
-0.151,0.082,0.986,10.620,-3.418,11.963
-0.206,0.022,0.889,8.362,-8.118,18.311
-0.233,-0.040,0.878,2.014,-5.371,20.813
-0.199,-0.016,0.991,-2.258,1.099,20.630
-0.167,0.010,1.046,-2.625,2.502,20.996
-0.180,-0.026,1.034,2.014,-0.916,23.743
-0.198,-0.053,0.989,4.517,-3.113,25.391
-0.206,-0.040,0.961,3.601,-4.639,24.475
-0.238,-0.076,0.985,5.249,-6.470,23.865
-0.476,-0.156,1.180,8.423,-8.057,23.865
-0.233,-0.081,1.071,11.108,-0.305,21.851
-0.170,-0.046,0.974,11.719,-4.456,17.883
-0.245,-0.082,0.831,7.690,-26.672,16.357
-0.319,-0.100,0.857,-0.183,-31.921,13.489
-0.313,-0.050,0.973,-5.981,-19.653,11.169
-0.229,-0.048,1.043,-5.981,-7.996,10.254
-0.192,-0.041,1.018,-3.784,-10.620,10.254
-0.194,-0.067,0.956,-2.686,-20.142,9.277
-0.241,-0.102,0.943,-1.709,-22.034,7.568
-0.257,-0.113,1.002,1.465,-14.893,5.432
-0.222,-0.095,1.030,6.287,-6.104,3.052
-0.180,-0.004,1.007,4.761,-4.883,-0.305

0.050,-0.053,1.015,1.221,2.869,-2.258
0.150,-0.050,0.997,-1.892,5.737,-5.981
0.183,-0.065,1.005,-4.578,6.348,-11.230
0.258,-0.014,0.963,-6.836,6.592,-15.564
0.539,-0.026,0.880,-6.592,7.568,-18.799
0.399,-0.040,0.899,-9.033,0.122,-15.015
0.506,-0.007,0.850,-15.259,-7.385,-16.968
0.551,0.042,0.969,-0.549,10.742,-7.202
0.534,0.092,0.936,-1.465,1.465,-3.113
0.553,0.060,0.944,0.977,5.737,1.648
0.483,-0.000,0.949,1.953,2.930,4.089
0.443,-0.013,1.001,2.930,3.235,3.601
0.476,0.061,0.920,1.648,-0.916,2.075
0.456,-0.038,0.962,2.075,-0.061,4.639
0.354,-0.140,0.976,2.930,-0.122,6.531
0.329,-0.139,0.947,1.587,-0.916,3.296
0.308,-0.054,0.948,2.502,-2.319,0.061
0.356,0.065,0.945,3.601,-2.808,-0.305
0.344,0.094,0.995,4.578,-2.930,3.418
0.289,0.071,0.971,3.723,-3.235,8.606
0.231,0.020,0.978,2.991,-2.136,13.672
0.163,-0.035,0.988,2.136,-1.709,16.174
0.146,-0.078,1.021,1.648,0.366,16.235
0.079,-0.080,0.947,0.244,-0.671,13.184
0.046,-0.138,0.955,1.648,-0.244,9.888
-0.013,-0.152,0.997,2.197,-2.197,5.005
-0.005,-0.104,0.973,0.977,-3.235,0.549
0.048,0.034,0.956,0.916,-3.235,-0.854
0.075,0.137,0.980,1.709,-3.967,2.625
0.030,0.082,0.984,2.808,-3.357,10.620
0.002,-0.010,0.999,3.418,-0.671,17.273
-0.015,-0.051,0.994,2.441,0.000,18.860
-0.024,-0.062,0.979,2.930,0.244,17.639
0.006,-0.028,0.995,1.648,2.441,14.832
0.013,-0.049,1.013,1.526,6.470,14.099
-0.024,-0.102,1.009,-0.732,4.822,11.841
-0.030,-0.130,1.010,-3.235,4.883,8.301
-0.036,-0.060,0.980,-4.761,3.601,3.967
0.083,0.066,0.910,-4.944,1.343,1.343
0.132,0.110,0.906,-0.977,-0.122,4.700
0.119,0.071,0.961,4.150,-0.610,11.841
-0.048,0.002,0.972,6.958,0.366,18.433
0.290,-0.081,1.032,6.836,7.812,20.203
-0.053,-0.068,0.994,3.601,-4.028,20.386
0.095,-0.109,0.964,-0.183,-7.751,16.479
0.024,-0.096,0.984,1.709,-1.831,15.381
-0.008,-0.120,0.984,0.671,-2.502,12.390
0.049,-0.100,0.991,0.916,1.404,8.545
0.062,0.026,0.917,-0.977,-3.906,5.920
0.127,0.078,0.907,2.197,-3.296,8.362
0.110,0.071,0.973,7.690,-2.258,14.404
0.079,0.059,1.001,9.094,-2.869,19.531
0.084,0.061,1.006,7.812,-1.038,23.315
0.080,0.055,0.989,5.188,-0.549,26.550
0.055,0.015,0.982,4.578,-0.305,30.090
0.030,-0.036,0.965,5.066,-0.854,32.654
-0.025,-0.091,0.955,5.981,-2.808,33.508
-0.052,-0.128,0.980,7.874,-3.479,32.227
-0.087,-0.131,0.989,8.057,-4.456,28.687
-0.064,-0.078,0.991,6.836,-4.639,24.475
-0.031,-0.008,0.961,5.798,-5.127,22.400
-0.020,0.018,0.995,6.592,-4.333,23.682
0.009,0.034,0.984,6.042,-4.333,27.405
-0.017,0.021,0.981,4.700,-5.798,31.860
-0.045,-0.032,0.992,4.578,-5.005,36.255
-0.049,-0.066,0.973,4.639,-3.418,38.269
-0.084,-0.095,0.982,5.310,-2.930,37.842
-0.119,-0.151,1.004,5.676,-1.282,34.790
-0.123,-0.114,1.004,4.944,0.671,29.846
-0.043,-0.019,0.967,3.662,1.709,25.269
-0.052,0.021,0.975,4.333,-0.122,25.269
-0.077,-0.004,0.995,5.371,1.526,27.832
-0.095,-0.040,0.970,5.066,1.282,29.053
-0.112,-0.061,0.975,5.127,-0.305,28.564
-0.138,-0.071,1.020,5.432,-0.366,26.428
-0.132,-0.060,0.994,3.601,0.000,23.071
-0.131,-0.036,0.972,2.014,-1.343,20.081
-0.135,-0.029,0.985,3.052,-1.953,18.921
-0.156,-0.048,0.992,3.906,-2.075,17.883
-0.144,-0.037,0.981,3.662,-2.502,16.052
-0.118,0.010,0.976,4.272,-3.723,14.465
-0.085,0.050,0.995,4.822,-4.333,14.221
-0.061,0.046,0.988,4.578,-4.089,15.625
-0.084,0.026,0.967,4.578,-4.822,17.639
-0.105,-0.023,0.978,5.676,-3.845,19.531
-0.122,-0.064,0.990,5.920,-0.854,19.653
-0.137,-0.070,1.000,5.310,0.122,18.250
-0.128,-0.061,1.002,4.517,0.122,15.747
-0.149,-0.079,1.004,4.089,-0.854,13.733
-0.157,-0.083,1.001,2.258,-2.502,10.620
-0.139,-0.063,0.993,1.038,-4.211,7.446
-0.141,-0.032,0.990,1.099,-7.324,5.127
-0.115,0.027,0.980,1.404,-10.742,3.845
-0.093,0.067,0.976,2.625,-13.611,4.883
-0.119,0.043,0.974,3.967,-15.808,8.179
-0.146,0.002,0.956,5.005,-16.663,10.559
-0.189,-0.031,0.956,6.104,-15.747,11.230
-0.222,-0.086,0.973,7.446,-11.780,10.864
-0.245,-0.084,0.999,6.653,-7.202,8.118
-0.212,-0.065,0.992,5.188,-3.479,5.249
-0.200,-0.042,0.996,3.418,-3.357,2.991
-0.207,-0.034,0.988,3.418,-4.395,2.136
-0.220,-0.027,1.000,3.540,-6.775,1.099
-0.382,-0.162,1.132,3.357,-10.010,1.038
-0.219,0.065,1.084,-2.319,-10.254,-2.686
-0.034,0.235,0.886,-6.409,-12.573,-4.456
-0.079,0.066,0.754,2.197,-30.945,3.845
-0.390,-0.058,0.907,10.559,-37.781,11.108
-0.335,-0.073,1.052,8.972,-13.855,8.789
-0.192,-0.012,1.042,3.357,4.028,3.235
-0.218,0.038,0.989,1.404,-5.249,1.221
-0.152,0.124,0.946,1.038,-8.911,2.380
-0.168,0.024,0.970,1.465,-6.470,7.690
-0.218,-0.053,0.971,2.747,-5.371,12.634
-0.230,-0.083,0.960,4.700,-3.357,13.367
-0.328,-0.127,1.025,4.639,-2.014,10.986
-0.303,-0.043,1.057,2.441,1.099,6.226
-0.223,0.052,1.007,-0.244,-1.038,2.930
-0.242,0.082,0.948,-2.625,-11.353,3.296

0.037,-0.078,1.007,2.319,1.770,-3.418
0.068,-0.087,1.001,0.305,2.258,-4.150
0.128,-0.088,1.001,-1.221,2.258,-4.517
0.092,-0.102,1.027,-3.113,1.587,-4.883
0.216,-0.138,1.006,-7.629,0.732,-8.728
0.380,-0.200,1.288,-9.583,0.549,-9.766
0.716,-0.094,0.709,-18.921,-8.667,-10.315
0.281,-0.100,0.899,-10.803,-9.644,-0.671
0.461,-0.210,1.005,4.456,-0.793,2.258
0.465,-0.098,0.936,1.343,1.587,-3.723
0.520,-0.014,0.963,1.038,-0.610,-4.456
0.502,0.017,0.952,1.465,-0.671,-2.441
0.464,0.023,0.976,2.258,-0.427,1.038
0.462,0.019,0.932,2.014,-2.930,3.540
0.453,0.008,0.947,1.892,-4.456,6.104
0.450,-0.005,0.979,4.150,-2.563,9.460
0.390,-0.036,0.971,3.052,-3.296,11.292
0.422,0.011,0.939,2.197,-3.601,11.414
0.399,0.036,0.959,2.930,-3.418,13.245
0.368,0.007,0.964,4.578,-1.526,17.090
0.330,-0.036,0.983,4.211,0.916,20.752
0.278,-0.054,0.974,2.563,1.099,22.156
0.258,-0.062,1.000,1.282,0.000,21.484
0.233,0.045,0.933,-0.977,-2.319,19.836
0.248,0.082,0.915,0.549,-1.465,21.179
0.257,0.066,0.981,3.967,0.793,24.719
0.198,0.054,0.982,4.700,-0.549,28.076
0.183,0.010,0.980,1.953,-2.319,29.663
0.149,-0.021,0.988,1.343,-0.427,31.250
0.114,-0.079,0.995,1.343,0.610,31.799
0.088,-0.111,0.994,-0.061,0.854,30.151
0.048,-0.155,0.980,-1.221,0.671,27.222
0.004,-0.198,0.996,0.549,2.869,22.644
-0.036,-0.191,0.975,0.000,0.916,15.381
0.058,0.028,0.922,0.305,-0.732,8.423
0.175,0.207,0.936,3.418,-0.305,9.399
0.132,0.167,1.008,7.751,1.038,20.081
0.053,0.081,1.034,6.348,1.160,28.992
0.096,0.031,1.016,2.136,2.991,33.081
0.103,0.005,0.948,-1.465,2.075,34.363
0.100,-0.047,0.951,0.183,1.587,35.400
0.047,-0.099,0.993,3.540,2.197,35.034
0.023,-0.137,0.994,2.991,1.099,30.457
0.023,-0.160,0.983,0.916,0.732,24.048
-0.029,-0.122,0.977,-0.488,-1.343,17.822
0.043,0.032,0.918,-1.343,-3.113,13.184
0.077,0.079,0.933,2.441,-1.892,15.869
0.048,0.075,0.992,6.958,-0.366,22.522
