aX,aY,aZ,gX,gY,gZ
-0.172,-0.082,0.974,4.822,-3.662,-4.944
-0.163,-0.084,1.000,5.615,-3.601,-6.409
-0.197,-0.068,1.013,5.188,-3.601,-6.653
-0.167,-0.017,0.994,3.540,-3.418,-7.202
-0.159,0.012,1.000,2.441,-4.333,-5.615
-0.161,0.014,0.986,1.770,-6.714,-3.418
-0.169,0.001,0.974,1.282,-9.277,-1.770
-0.164,-0.006,0.973,2.075,-11.353,-0.183
-0.154,-0.018,0.977,2.502,-12.390,0.854
-0.159,-0.041,0.994,3.540,-13.123,2.075
-0.201,-0.100,1.013,3.113,-13.000,2.380
-0.240,-0.151,1.029,1.648,-14.221,1.282
-0.140,-0.039,0.968,-1.099,-14.160,-3.174

0.036,-0.016,0.982,1.648,0.122,-6.531
0.058,-0.022,0.978,1.587,-0.977,-4.395
0.040,-0.041,0.996,1.221,-2.136,-1.892
0.035,-0.065,1.007,-0.122,-1.770,-0.977
0.093,-0.095,1.012,-2.380,0.366,-2.197
0.202,-0.062,0.967,-4.578,2.625,-4.883
0.061,-0.009,1.077,-5.554,0.732,-5.188
0.445,-0.068,1.015,-16.541,-2.686,-8.057
0.447,0.158,0.622,-17.029,-6.104,-2.319
0.277,-0.038,1.102,0.916,-6.226,8.545
0.381,-0.070,0.969,0.610,-3.357,4.883
0.363,-0.042,0.934,-1.953,-3.967,1.221
0.338,-0.047,0.968,0.610,-4.333,0.000
0.351,-0.022,0.979,1.526,-2.197,-0.793
0.373,0.011,0.959,1.160,0.854,-0.793
0.393,0.034,0.955,1.953,3.784,0.732
0.384,0.020,0.981,3.052,6.104,3.357
0.379,0.012,0.973,3.052,7.141,5.188
0.380,-0.017,0.943,2.197,5.371,5.615
0.336,-0.100,0.963,3.784,3.967,6.104
0.309,-0.146,0.987,3.296,2.136,3.540
0.299,-0.072,0.981,-1.465,-1.404,-1.526
0.382,0.115,0.932,-5.371,-3.845,-3.723
0.407,0.201,0.900,-2.258,-5.615,1.404
0.349,0.158,0.924,4.333,-5.188,12.573
0.241,0.019,0.993,9.033,-1.953,21.545
0.321,-0.145,1.158,8.484,-0.854,21.851
0.253,-0.165,1.217,0.977,-31.006,13.733
0.080,-0.152,1.153,-2.014,-78.613,5.615
-0.004,-0.140,0.929,-0.916,-92.224,1.465
-0.047,-0.107,0.766,2.136,-70.679,-0.610
-0.060,-0.078,0.650,5.005,-29.602,-1.404
0.018,-0.038,0.605,6.042,22.888,-0.671
0.114,0.015,0.720,6.287,67.688,1.221
0.162,0.123,0.867,3.479,91.492,3.479
0.607,0.238,1.658,5.432,99.854,10.498
-0.036,-0.005,1.196,17.761,32.410,22.644
0.207,0.071,0.926,-6.104,1.160,15.015
0.166,0.037,0.859,-0.854,3.662,18.860
0.040,0.011,0.928,5.127,-2.625,23.560
0.139,-0.040,1.053,7.874,8.179,22.827
0.061,-0.066,0.969,6.165,1.526,21.179
0.035,-0.113,0.959,4.761,-1.892,18.311
-0.013,-0.156,1.026,6.775,-0.122,15.564
0.024,-0.045,0.987,3.906,-0.183,10.254
0.082,0.059,0.951,2.930,0.793,9.094
0.061,0.080,0.977,5.005,1.709,14.160
0.021,0.018,0.997,5.493,2.991,20.325
0.003,-0.068,1.013,4.395,4.639,23.926
-0.037,-0.109,0.999,2.258,2.686,23.315
-0.037,-0.146,1.018,0.977,3.052,20.325
-0.038,-0.132,1.034,-0.244,3.967,15.991
-0.025,-0.116,1.032,-1.953,5.920,12.024
-0.019,-0.139,1.013,-3.235,7.507,8.423
-0.035,-0.153,0.973,-4.578,6.958,4.028
-0.035,-0.121,0.940,-6.042,7.629,-1.160
0.012,-0.011,0.916,-4.456,7.019,-3.967
0.077,0.145,0.846,-2.319,1.343,-4.456
0.121,0.226,0.843,2.014,-1.587,1.221
0.104,0.198,0.885,6.592,-4.517,11.353
0.060,0.106,0.940,8.057,-7.263,20.569
0.009,0.010,0.998,6.836,-10.315,26.062
-0.114,-0.007,1.113,5.859,-12.695,27.893
-0.093,-0.148,1.077,13.672,-7.080,30.151
-0.074,-0.151,1.027,10.132,-0.366,24.780
-0.112,-0.162,1.012,3.662,-3.479,18.433
-0.097,-0.147,1.020,1.221,-2.380,13.733
-0.101,-0.118,0.983,-1.465,-2.319,8.972
-0.085,-0.099,0.983,-1.953,-1.038,6.226
-0.087,-0.009,0.989,-2.075,-1.099,4.883
-0.035,0.090,0.967,-2.869,-1.343,5.676
-0.024,0.102,0.981,-1.770,-1.038,10.742
-0.047,0.075,1.006,-2.991,-2.319,15.991
-0.042,0.044,0.985,-5.493,-3.540,19.043
-0.073,-0.005,0.961,-6.287,-3.906,20.569
-0.090,-0.085,0.955,-3.540,-2.686,20.264
-0.115,-0.119,0.955,0.000,-1.221,16.846
-0.117,-0.110,0.957,2.808,-1.709,11.902
-0.100,-0.041,0.969,5.005,-2.197,7.019
-0.074,0.018,0.974,6.836,-2.686,3.967
-0.072,0.047,0.977,8.057,-3.052,3.174
-0.063,0.060,0.992,8.118,-3.418,3.601
-0.074,0.084,0.976,7.446,-4.639,4.089
-0.050,0.118,0.968,7.751,-4.578,5.310
-0.064,0.120,0.996,8.850,-3.906,8.606
-0.094,0.078,1.037,8.545,-3.174,12.756
-0.116,0.022,1.056,5.066,-1.648,15.442
-0.133,-0.026,1.049,0.122,-0.854,15.625
-0.146,-0.075,1.020,-4.456,0.122,13.550
-0.161,-0.085,1.001,-7.324,0.977,9.399
-0.143,-0.048,0.990,-8.972,0.610,4.028
-0.106,0.017,0.979,-8.972,1.343,0.244
-0.074,0.064,0.971,-8.362,1.526,-0.122
-0.059,0.075,0.978,-7.385,1.648,2.136
-0.048,0.070,0.982,-6.775,2.197,4.761
-0.053,0.052,0.963,-6.042,2.441,7.080
-0.048,0.078,0.949,-4.639,2.075,8.728
-0.056,0.083,0.918,-2.502,1.099,10.559
-0.082,0.021,0.913,2.380,1.038,13.062
-0.108,-0.026,0.908,7.568,0.000,12.878
-0.160,-0.079,0.920,13.794,-1.160,10.742
-0.156,-0.099,0.976,20.020,0.244,7.629
-0.149,-0.077,1.019,22.217,0.244,3.479
-0.145,-0.038,1.044,20.508,0.122,0.305
-0.133,-0.009,1.038,16.296,0.549,-1.526
-0.139,0.009,1.008,11.841,0.122,-1.770
-0.127,0.011,0.964,9.827,0.488,-0.854
-0.097,0.047,0.899,10.437,-0.244,-0.427
-0.049,0.055,0.864,16.357,-1.831,1.160
-0.035,0.003,0.976,25.208,-2.808,4.456
-0.049,-0.046,1.099,29.419,-3.662,6.470
-0.072,-0.082,1.149,21.240,-3.174,4.761
-0.010,-0.064,1.032,8.118,1.526,1.465
-0.040,-0.056,0.920,2.258,0.610,-0.732
-0.083,-0.089,0.953,5.920,1.343,-0.793
-0.127,-0.090,0.995,9.644,2.502,-2.258
-0.157,-0.042,0.979,9.766,1.526,-4.639
-0.156,0.013,0.966,10.071,1.465,-5.615
-0.169,0.007,1.008,10.620,0.183,-3.967

-0.015,-0.032,0.994,3.784,0.366,-0.122
-0.019,-0.037,0.998,2.991,1.221,-0.305
-0.017,-0.048,1.001,1.953,2.441,-0.366
-0.023,-0.062,1.000,1.099,3.845,-1.465
-0.026,-0.080,1.000,-0.183,4.639,-3.723
0.004,-0.071,1.002,-2.014,5.188,-7.385
0.074,-0.035,0.996,-3.235,5.920,-10.315
0.140,-0.052,0.993,-4.578,5.676,-10.803
0.261,-0.031,0.883,-5.554,5.371,-9.705
0.095,0.017,1.052,-4.761,1.892,-6.897
0.456,-0.127,0.947,-11.658,3.784,-5.493
0.479,-0.039,0.759,-9.644,4.578,-2.258
0.359,-0.154,1.018,2.563,5.737,1.648
0.537,-0.143,0.957,2.075,10.132,-4.395
0.504,-0.064,0.964,1.770,8.667,-8.850
0.592,-0.017,0.942,3.662,9.949,-11.475
0.588,0.011,0.941,6.287,7.446,-11.780
0.596,0.040,0.936,6.775,4.944,-10.742
0.588,0.072,0.943,5.066,4.517,-7.935
0.561,0.023,0.948,4.395,4.089,-3.540
0.510,-0.022,0.956,2.441,2.625,-0.732
0.437,-0.055,0.972,0.061,1.343,-0.061
0.433,-0.064,0.976,-2.563,1.953,-1.282
0.433,0.027,0.910,-3.784,0.183,-2.747
0.493,0.113,0.871,-0.671,-0.305,-1.160
0.432,0.094,0.914,5.737,-1.953,5.432
0.349,-0.013,0.998,10.620,-3.174,11.719
0.261,-0.083,1.034,9.277,-3.113,12.573
0.254,-0.122,0.983,5.676,-0.366,10.742
0.201,-0.176,0.991,3.418,1.343,8.423
0.156,-0.232,1.001,1.648,1.953,4.028
0.136,-0.257,0.996,0.000,3.235,-2.258
0.148,-0.171,0.967,-2.869,2.075,-10.437
0.189,0.007,0.947,-4.761,-1.160,-16.846
0.245,0.180,0.904,-3.784,-2.930,-16.174
0.251,0.239,0.896,0.183,-4.028,-8.057
0.237,0.241,0.897,4.333,-5.859,2.747
0.185,0.195,1.000,6.409,-9.338,12.878
0.032,0.125,1.044,6.836,-13.367,21.057
0.122,0.015,1.019,4.761,-3.967,25.574
0.067,-0.050,0.981,3.784,4.639,28.137
0.005,-0.107,0.987,0.854,-0.671,27.954
-0.022,-0.151,1.004,1.831,-1.038,25.330
-0.034,-0.186,0.983,1.648,-0.671,19.592
-0.053,-0.160,0.988,0.793,-1.465,13.184
-0.030,-0.093,0.955,0.610,-3.174,7.935
-0.007,-0.000,0.967,1.892,-4.150,5.615
0.026,0.091,0.998,3.296,-3.784,7.446
0.041,0.133,1.004,2.014,-3.479,12.634
0.028,0.127,1.011,-0.732,-3.052,19.165
0.006,0.075,1.029,-3.296,-0.732,25.452
-0.013,0.006,1.031,-6.104,2.441,29.236
-0.029,-0.043,0.984,-9.460,4.150,29.053
-0.047,-0.106,0.950,-10.132,4.700,26.855
-0.082,-0.132,0.949,-7.690,4.578,22.888
-0.079,-0.123,0.965,-3.723,5.005,17.578
-0.086,-0.121,1.000,-0.183,5.859,12.329
-0.087,-0.079,1.032,0.977,5.859,7.629
-0.049,0.037,0.999,0.854,5.737,3.845
0.055,0.162,0.924,1.892,4.272,4.700
0.077,0.175,0.870,4.456,2.258,10.986
0.053,0.091,0.876,5.676,1.160,18.677
0.008,-0.008,0.949,2.808,2.441,22.400
-0.062,-0.057,1.026,-0.671,0.610,22.278
-0.100,-0.072,1.055,-0.671,-1.770,20.325
-0.093,-0.099,1.027,3.357,1.099,17.456
-0.094,-0.131,1.005,6.165,5.066,13.855
-0.103,-0.132,0.990,6.653,5.798,9.277
-0.117,-0.099,1.000,5.615,6.104,4.395
-0.122,-0.048,1.026,5.127,7.202,1.282
-0.114,0.010,1.042,5.981,8.606,0.977
-0.074,0.042,1.005,2.441,9.583,1.709
-0.066,0.081,0.990,-3.296,9.033,3.174
-0.052,0.114,1.002,-8.057,7.263,5.554
-0.055,0.084,0.973,-9.705,3.662,9.399
-0.125,0.004,0.893,-10.254,2.625,11.963
-0.147,-0.088,0.884,-7.385,6.348,12.268
-0.140,-0.101,0.917,-2.075,7.080,10.559
-0.211,-0.102,0.928,3.235,1.709,6.592
-0.151,-0.074,0.936,7.812,-0.732,2.991
-0.133,-0.003,0.943,11.536,-3.662,0.427
-0.100,0.050,0.943,13.916,-6.897,0.366
-0.084,0.069,1.008,13.977,-7.751,2.563
-0.124,0.094,1.002,9.033,-12.085,4.944
-0.134,0.106,0.995,5.066,-12.634,8.118
-0.173,0.048,0.999,6.958,-11.780,13.367
-0.181,0.013,1.029,10.254,-9.583,17.883
-0.191,0.001,1.021,9.888,-8.606,19.287
-0.229,-0.028,1.025,10.437,-7.690,20.264
-0.186,-0.112,1.016,13.489,-3.296,21.057
-0.223,-0.099,0.997,11.597,-2.747,18.250
-0.198,-0.096,0.978,12.268,-1.404,15.686
-0.220,-0.102,0.958,14.221,-0.549,14.893
-0.253,-0.117,0.973,16.418,-2.441,14.587
-0.269,-0.118,0.997,19.348,-2.747,13.245
-0.266,-0.115,1.038,19.165,-2.747,10.864
-0.237,-0.073,1.067,14.954,-2.075,7.385
-0.201,-0.034,1.005,9.460,-2.075,4.639
-0.200,-0.032,0.987,7.019,-2.747,4.395
-0.214,-0.030,1.011,7.202,-2.319,5.127
-0.238,-0.010,1.012,6.165,-2.319,4.761
-0.224,0.041,0.997,4.395,-3.479,4.395
-0.204,0.073,0.965,3.723,-5.005,5.615
-0.217,0.038,0.963,4.028,-7.019,7.690
-0.207,-0.005,0.967,5.066,-7.568,9.399
-0.220,-0.084,0.996,5.798,-7.141,9.277
-0.247,-0.110,1.022,5.737,-6.165,6.470
-0.204,-0.097,1.009,4.150,-5.005,1.892
-0.163,-0.047,0.991,2.319,-4.639,-2.075
-0.151,-0.026,0.982,2.197,-4.150,-3.357
-0.113,0.012,1.007,2.197,-3.296,-3.662
-0.092,0.046,0.982,1.465,-3.296,-3.357
-0.088,0.028,0.966,1.099,-4.700,-2.197
-0.092,0.014,0.959,1.953,-5.371,0.305
-0.130,-0.049,0.973,3.784,-6.897,1.831
-0.144,-0.056,0.981,4.883,-7.324,1.343
-0.147,-0.053,1.030,5.188,-8.240,1.221
-0.140,-0.059,0.992,3.052,-8.484,0.366
-0.127,-0.039,0.974,1.892,-10.864,-1.343

-0.009,-0.054,1.006,3.906,0.977,2.563
-0.001,-0.045,1.007,1.587,2.869,2.197
-0.000,-0.040,1.009,-0.488,4.272,1.038
0.047,-0.002,1.000,-3.113,5.005,-0.305
0.139,0.042,1.016,-5.859,5.371,-1.038
0.119,0.059,0.866,-8.850,6.226,-0.916
0.212,-0.081,1.012,-9.338,2.991,-0.061
0.192,0.009,0.832,-14.832,-7.690,-3.784
0.292,-0.065,0.965,-2.808,4.639,-1.526
0.228,-0.075,0.994,0.183,1.709,-1.465
0.316,-0.063,0.948,-0.793,3.845,-3.357
0.353,-0.057,0.948,-0.549,1.953,-4.944
0.364,-0.028,0.996,0.916,1.343,-5.920
0.416,0.034,0.953,-0.488,1.465,-7.385
0.456,0.078,0.930,-0.732,0.488,-7.202
0.447,0.066,0.946,1.709,-0.122,-3.967
0.433,0.031,0.968,3.784,0.305,-0.244
0.391,-0.017,0.986,4.272,1.465,3.113
0.358,-0.079,0.991,3.052,3.113,4.150
0.321,-0.109,0.974,1.282,3.174,2.991
0.314,-0.109,0.985,-0.183,2.808,0.000
0.303,-0.057,0.971,-2.625,0.916,-3.479
0.362,0.078,0.913,-4.211,-1.099,-5.127
0.427,0.220,0.864,-1.587,-2.625,-1.465
0.434,0.233,0.917,6.165,-2.136,10.559
0.370,0.145,1.026,11.719,-0.610,25.146
0.329,0.057,1.006,8.789,0.610,34.668
0.313,0.000,0.970,3.784,0.549,39.124
0.271,-0.070,0.930,0.610,-1.160,40.100
0.216,-0.115,0.947,0.793,-3.357,38.025
0.129,-0.114,0.962,2.136,-4.456,34.424
0.157,-0.165,1.013,6.348,0.488,31.494
0.124,-0.138,0.994,6.897,3.418,28.015
0.100,-0.138,0.982,3.784,0.793,23.743
0.076,-0.139,1.001,3.479,-0.732,20.386
0.092,-0.019,0.984,1.526,-2.869,16.541
0.121,0.107,0.927,1.282,-3.418,16.602
0.165,0.147,0.938,3.601,-0.244,23.132
0.127,0.079,1.001,7.751,1.831,32.715
0.086,0.018,0.991,6.653,-0.610,37.781
0.072,-0.043,0.970,6.165,0.000,39.734
0.054,-0.088,0.980,6.836,-0.366,39.124
0.043,-0.139,0.967,7.080,-1.282,35.583
-0.004,-0.198,1.001,7.141,-2.502,29.907
-0.028,-0.225,1.002,6.653,-2.686,22.583
-0.025,-0.171,0.986,5.127,-2.075,14.893
-0.004,-0.104,1.001,3.296,-2.502,8.789
0.015,-0.053,0.988,1.648,-3.174,5.737
0.011,-0.002,0.947,1.038,-3.845,4.883
0.012,0.020,0.969,2.319,-4.395,5.676
0.021,0.048,0.977,3.723,-3.662,7.629
0.038,0.072,0.979,4.150,-2.991,9.644
0.045,0.046,0.996,4.395,-2.075,12.268
0.010,-0.042,0.970,3.967,-1.343,13.611
-0.033,-0.069,0.992,4.333,-0.610,12.085
-0.039,-0.046,1.001,3.235,-0.488,8.423
-0.040,-0.016,0.989,2.136,-0.488,5.371
-0.024,0.010,0.975,2.075,-0.305,4.272
-0.024,-0.012,0.961,2.380,-1.343,4.578
-0.075,-0.047,0.975,3.479,-2.930,4.700
-0.073,-0.040,1.021,3.662,-2.502,3.723
-0.039,-0.030,1.000,1.465,-3.540,1.953
-0.058,-0.002,0.980,-0.488,-4.272,0.122
-0.032,0.020,0.994,-0.916,-1.892,0.000
-0.012,0.046,0.981,-1.160,0.427,0.916
-0.022,0.021,0.952,-1.038,2.075,2.258
-0.047,-0.010,0.956,1.038,2.808,3.296
-0.071,-0.022,0.972,3.235,2.563,2.563
-0.064,0.016,0.956,4.578,1.282,1.221
-0.054,0.014,0.944,6.531,0.488,1.709
-0.081,-0.022,0.978,8.606,-1.099,3.784
-0.095,-0.067,1.030,9.094,-0.366,5.127
-0.090,-0.070,1.013,5.981,-0.610,3.662
-0.039,-0.049,0.970,4.456,1.221,1.038
-0.050,-0.008,0.993,4.700,1.831,-0.488
-0.066,0.030,1.005,4.333,2.380,0.122
-0.083,0.025,0.991,3.601,2.197,1.160
-0.087,0.031,0.974,3.296,1.648,2.380
-0.108,0.001,0.974,3.662,0.061,3.052
-0.125,-0.019,0.976,4.578,-0.244,3.052
-0.102,-0.047,1.000,4.639,0.244,1.709
-0.115,-0.052,1.001,4.761,0.244,0.000
-0.092,-0.003,0.980,3.784,0.122,-2.441
-0.082,0.044,0.974,3.601,0.122,-2.563
-0.096,0.041,0.969,4.822,-0.122,-1.160
-0.105,0.023,0.976,7.080,1.465,1.160
-0.124,-0.019,1.014,8.423,1.953,3.113
-0.148,0.016,0.992,7.263,2.319,3.662
-0.154,-0.014,1.011,5.676,3.723,2.808
-0.154,-0.014,0.981,4.639,2.319,2.563
-0.173,-0.051,0.964,4.272,0.610,1.709
-0.173,-0.071,0.999,6.226,0.854,0.244
-0.166,-0.014,1.012,5.554,-0.793,-1.953
-0.141,0.012,0.995,4.456,-0.183,-2.014
-0.130,0.015,0.966,3.723,0.549,0.427
-0.154,-0.013,0.989,4.883,0.183,3.967
-0.153,-0.038,0.995,5.493,0.488,6.042
-0.144,-0.054,0.995,5.127,0.549,6.775
-0.168,-0.084,0.984,4.700,0.671,6.470
-0.165,-0.101,0.987,5.127,0.488,5.066
-0.186,-0.066,1.015,4.883,-0.183,2.747
-0.157,-0.004,0.997,3.174,-0.549,1.282
-0.159,0.028,0.953,2.502,-1.404,3.174
-0.151,-0.024,0.966,4.456,-3.662,6.775
-0.185,-0.060,0.969,6.104,-6.226,11.169
-0.223,-0.121,0.995,7.874,-8.362,12.390
-0.214,-0.111,1.027,8.118,-7.019,10.193
-0.147,-0.076,1.006,5.249,-4.089,6.470
-0.130,-0.068,0.971,3.723,-3.357,5.066
-0.154,-0.058,0.979,3.418,-5.737,4.395
-0.172,-0.080,0.990,3.906,-7.629,3.784
-0.182,-0.080,0.980,4.150,-8.179,2.991
-0.170,-0.052,0.970,4.822,-10.010,2.197
-0.143,-0.058,0.976,6.958,-12.024,2.258
-0.153,-0.047,0.991,8.240,-14.160,4.028
-0.140,-0.076,1.004,7.935,-15.625,5.554
-0.163,-0.098,0.988,7.385,-12.939,6.104
-0.175,-0.098,0.984,6.226,-8.728,2.625
-0.156,-0.092,0.969,5.127,-4.272,-1.404

-0.021,-0.036,1.001,2.380,1.770,0.061
-0.017,-0.023,1.004,0.000,3.052,-1.160
-0.085,-0.021,0.997,-2.258,2.869,-2.808
-0.126,-0.035,1.011,-4.517,1.404,-8.545
0.124,-0.184,1.298,-5.737,4.272,-15.015
0.349,-0.037,0.910,-13.184,-6.409,-14.587
-0.043,-0.007,0.864,-9.705,-14.526,-7.141
0.245,-0.141,1.010,0.671,3.723,-4.578
0.228,-0.124,0.958,1.221,4.028,-8.362
0.298,-0.136,0.981,1.709,4.822,-11.963
0.463,-0.054,0.960,2.014,7.751,-16.235
0.484,0.009,0.979,1.709,5.615,-17.212
0.525,0.060,0.967,1.770,6.897,-15.137
0.566,0.095,0.941,1.709,7.019,-11.414
0.557,0.092,0.943,2.380,5.249,-5.615
0.500,0.016,0.965,3.601,4.578,0.244
0.491,-0.012,0.952,3.906,4.639,3.235
0.506,-0.014,0.962,4.028,5.981,4.578
0.518,-0.016,1.004,4.333,5.554,6.287
0.508,0.030,0.945,2.686,1.709,7.080
0.492,0.061,0.953,3.052,4.395,10.315
0.427,0.044,0.958,4.883,6.348,14.465
0.363,0.047,0.947,5.432,4.150,15.503
0.309,0.018,0.937,7.507,2.502,15.747
0.260,0.012,0.956,7.690,-0.488,14.893
0.169,-0.046,0.961,6.409,-4.028,13.489
0.158,-0.118,1.018,4.944,-4.211,12.268
0.081,-0.117,0.940,3.357,-7.141,10.376
0.047,-0.138,0.985,2.441,-3.967,10.010
0.059,-0.061,1.024,0.854,-2.686,7.751
0.081,0.144,0.952,-1.831,-7.385,7.019
0.076,0.110,1.012,3.418,-2.014,15.991
0.041,0.040,0.991,4.822,0.916,24.536
-0.006,-0.037,0.993,4.456,2.502,29.053
-0.174,-0.141,1.019,3.967,5.005,29.419
-0.034,-0.238,1.071,3.967,6.226,22.888
-0.082,-0.192,0.900,2.075,-4.883,11.230
0.006,-0.131,0.908,4.639,2.686,8.789
-0.031,-0.168,1.034,9.644,6.714,12.146
-0.013,-0.163,1.024,10.315,-1.160,8.911
0.030,-0.071,1.005,10.376,-6.531,4.883
0.120,0.110,0.988,12.573,-8.362,5.493
0.130,0.234,0.971,17.273,-6.592,12.512
0.162,0.238,0.989,19.226,-2.747,20.874
0.240,0.220,1.006,17.883,-0.732,27.893
0.194,0.199,0.975,13.184,-6.836,34.973
0.105,0.115,0.918,9.277,-8.118,40.894
0.094,0.005,0.916,9.216,-0.732,43.152
0.073,-0.086,0.948,9.766,2.014,40.527
0.087,-0.120,0.953,8.362,-4.395,33.569
0.065,-0.128,0.931,6.042,-12.268,26.123
0.043,-0.136,0.953,6.714,-13.306,21.179
0.038,-0.136,1.012,7.446,-7.935,17.578
0.047,-0.078,1.040,4.883,-3.357,14.526
0.085,-0.017,0.991,2.014,-3.174,12.878
0.107,0.043,0.947,-0.549,-5.920,13.977
0.112,0.114,0.938,-2.991,-7.141,17.395
0.117,0.085,0.960,-4.883,-4.150,23.987
0.022,-0.027,1.026,-6.104,1.038,30.518
0.010,-0.076,1.029,-7.385,3.723,31.494
0.001,-0.084,1.045,-5.920,-1.099,28.625
-0.027,-0.084,1.038,-1.831,-5.920,26.611
-0.033,-0.082,1.013,0.305,-7.446,23.865
-0.045,-0.085,1.021,0.854,-5.310,20.996
-0.053,-0.097,1.020,-0.122,-3.174,17.822
-0.065,-0.094,1.009,-0.244,-2.136,14.038
-0.052,-0.044,0.974,0.977,-3.296,10.254
-0.033,0.033,0.951,0.122,-5.737,7.568
-0.036,0.105,0.925,-2.014,-4.517,10.559
-0.068,0.103,0.911,-4.761,1.221,17.273
-0.118,0.041,0.925,-5.554,11.475,24.719
-0.186,-0.053,0.964,-4.272,22.949,30.029
-0.215,-0.101,0.981,-5.920,33.081,29.785
-0.210,-0.102,0.999,-7.812,37.903,25.940
-0.192,-0.087,1.002,-7.202,36.194,21.729
-0.198,-0.079,0.991,-5.371,29.846,18.738
-0.181,-0.069,0.970,-2.808,23.071,16.418
-0.196,-0.075,0.977,1.404,18.372,15.076
-0.166,-0.077,0.961,5.676,16.602,13.794
-0.130,-0.051,0.968,8.301,13.550,12.085
-0.121,-0.033,0.982,9.460,10.437,12.085
-0.103,-0.044,1.009,9.338,7.385,13.306
-0.124,-0.042,0.968,6.714,1.343,14.343
-0.167,-0.074,0.970,3.601,-1.038,15.076
-0.191,-0.076,0.995,2.014,-0.122,14.160
-0.185,-0.014,0.981,2.808,-2.441,12.207
-0.175,0.025,0.987,6.287,-4.578,12.268
-0.155,-0.007,0.967,11.841,-4.089,15.198
-0.173,-0.096,0.938,16.174,-4.456,17.639
-0.219,-0.166,0.947,19.165,-4.578,17.395
-0.240,-0.178,0.982,20.020,-4.028,13.489
-0.222,-0.140,1.018,17.883,-5.554,8.179
-0.202,-0.054,1.025,13.855,-8.362,4.456
-0.174,0.028,0.960,8.911,-9.705,3.967
-0.119,0.051,0.965,3.174,-5.859,6.958
-0.098,0.011,1.000,-0.854,-2.869,12.085
-0.126,-0.081,1.009,-2.380,-4.395,15.259
-0.175,-0.129,1.045,-1.526,-4.700,15.259
-0.138,-0.106,1.054,-0.305,-3.479,11.597
-0.113,-0.016,1.007,0.000,-4.578,9.216
-0.105,0.025,0.979,0.366,-5.798,10.254
-0.092,0.035,0.935,-0.549,-5.432,12.878
-0.118,-0.014,0.920,-1.648,-6.714,15.198
-0.166,-0.064,0.955,-0.183,-9.460,15.686
-0.186,-0.073,0.992,2.014,-12.756,13.367
-0.194,-0.008,1.036,3.723,-15.137,9.521
-0.203,0.022,1.072,9.094,-15.991,8.118
-0.145,0.029,1.005,14.343,-14.648,9.033
-0.174,-0.018,1.000,11.536,-17.151,9.705
-0.190,-0.083,0.985,9.827,-15.625,11.230
-0.214,-0.107,1.015,7.812,-11.414,11.719
-0.216,-0.082,1.015,6.042,-9.521,9.949
-0.173,-0.015,0.976,4.211,-10.315,7.568
-0.144,0.037,0.968,3.418,-11.658,7.629
-0.139,0.014,0.985,4.578,-11.597,10.559
-0.142,-0.026,0.997,5.005,-10.681,13.306
-0.161,-0.069,0.986,4.822,-10.620,14.038
-0.173,-0.103,0.986,4.700,-9.705,13.184
-0.173,-0.112,0.986,4.578,-7.263,11.047

0.015,-0.021,1.007,1.587,1.526,-0.305
0.042,-0.026,1.016,0.061,1.038,-2.930
0.068,-0.044,1.020,-3.174,1.526,-4.700
0.110,-0.011,0.962,-5.798,0.671,-5.249
0.239,-0.036,1.110,-4.883,-0.244,-3.052
0.410,-0.091,0.937,-11.597,-11.780,-2.502
0.164,-0.017,0.864,-6.958,-16.846,-0.549
0.448,-0.028,0.953,-1.526,2.380,-2.258
0.480,-0.008,0.995,1.953,9.827,-3.052
0.489,0.063,0.948,1.282,4.700,-3.845
0.583,0.115,0.976,2.258,9.888,-3.174
0.583,0.123,0.956,2.380,9.766,-0.183
0.599,0.128,0.972,2.380,9.399,4.578
0.596,0.107,0.969,2.930,9.827,9.827
0.572,0.066,0.974,2.991,8.850,14.893
0.521,0.043,0.951,2.197,6.165,18.494
0.498,0.006,0.967,2.380,6.531,21.423
0.478,-0.015,0.946,2.930,6.897,22.827
0.440,-0.065,0.964,3.845,5.188,22.888
0.393,-0.129,0.954,4.639,3.540,21.667
0.326,-0.174,0.960,3.845,0.854,18.127
0.273,-0.181,0.939,2.808,-1.648,12.634
0.269,-0.104,0.954,2.930,-2.930,7.629
0.272,0.016,0.977,4.272,-4.211,6.531
0.233,0.046,0.987,5.310,-5.432,10.315
0.225,0.074,0.971,4.456,-4.089,16.113
0.153,-0.006,1.001,5.493,-3.174,22.705
0.085,-0.072,0.999,5.676,-3.601,27.588
0.054,-0.133,0.935,3.784,-0.061,28.809
0.050,-0.155,0.991,-0.610,5.493,26.917
-0.038,-0.184,1.016,-0.732,2.197,25.146
-0.028,-0.183,0.994,1.038,1.953,21.484
-0.030,-0.093,0.963,1.709,1.221,17.090
0.036,0.050,0.967,2.197,0.793,15.991
0.057,0.164,0.976,3.296,-1.465,20.874
0.012,0.146,0.979,4.517,-1.526,31.067
-0.050,0.047,0.990,4.883,-0.854,41.748
-0.110,-0.078,0.985,4.883,-1.526,48.401
-0.189,-0.205,0.996,4.822,-2.258,49.377
-0.225,-0.267,1.005,3.540,-1.404,44.678
-0.239,-0.278,1.023,2.075,0.244,36.438
-0.193,-0.248,1.037,0.122,3.235,27.222
-0.182,-0.175,0.989,-2.808,4.578,19.775
